PC1,PC2,PC3
-2.649657412517483,-0.38894135777050654,-1.868926032664041
-1.6013600090002973,-0.8793832154734766,-1.7061896865712276
-4.444384269563607,0.987836213799916,0.4388817907009557
-2.0167913706462275,-2.931843468936722,-0.4798112689553907
-3.434972690669728,-1.996155389313447,0.800850454995786
-3.796214747254242,1.5782331964439706,-1.526928144080803
-2.407358101196852,-1.3428471173870358,-1.1885555426853094
-1.5644407936871803,-1.5012812333996666,-1.376262903579718
-2.365358389267833,1.1938008221974175,-2.1926697415669136
-4.558815201470876,3.2613789951316057,-1.200937398722386
-3.6571080303541463,-2.716627278488706,1.004969743077626
-4.276048037460773,3.0548031111373493,-0.6072483118670254
-2.892893300780672,-2.2053575854106984,0.4800441621084257
-3.1233429298272406,0.29545318205752497,-0.7721037440775169
-3.6905339134886144,0.16148504073461703,0.3845301231313065
-3.2964624079116276,1.4704560050206135,-0.30711000164033986
-1.6342601210917076,-1.809676858744797,-0.7636674955700375
-4.2290704263933225,-1.088610133507112,0.42749441630371665
-2.712615351765064,-2.2176852708690094,-1.3597095051887984
-1.4406542665949715,-4.374445705911239,-0.4094919868988649
-0.6106364104308702,-1.3510728580259785,-4.097478105614945
-2.504828834626921,-0.6800047025539818,-0.0388248373326785
-2.6590156343926705,-0.4117326852455489,-1.172629439013256
-1.8405794229759485,-2.4464071533193494,-3.29052295221611
-2.5457669159507197,1.1138463852771927,-2.190263981891437
-5.09985767236406,1.3337026554884799,-0.9982489355566185
-3.768233590308115,-0.9320016198597361,0.8158869724837343
-0.950819766216208,-0.3723005257537413,-0.2013813502074422
-3.1011490434430766,-2.281914069906658,-0.5139300600686083
-2.271373734652492,-0.6728663068322329,-0.810431882741957
-3.1705288137142422,-1.2535178179156752,-0.2440787170710399
-2.820862695722008,0.1878828607446287,-1.579158876545636
-2.5153357729910986,-0.04404935112339466,-0.7621761223659534
-4.899025192880249,-0.16866984501379886,0.30089341503672196
-3.8067054506090536,-0.25494071710678057,-0.40225051289586977
-4.110320062457902,2.568699107066436,-1.3446710936576622
-1.8394988029061377,0.4326089139171347,-1.464738414911052
-3.9585851297870622,1.4651240445306166,-1.3397335193697861
-2.386925704925022,-2.026006480867335,-1.3973406319562218
-4.125233524998036,-0.9750910919432546,0.30332365308651044
-2.691031539655069,-2.700545586861937,-0.07989343566596063
-1.667391508875751,-1.943997441422287,-1.5717297292535723
-1.578851597990954,-1.0962706592150242,-2.1229929761172492
-3.2519988445140706,-0.22767129104420455,-0.28234670239767845
-1.9884408040778527,-1.5394003943070127,-0.8195494373764497
-2.2614604428954546,-2.9055541878737468,-0.7634260589168932
-3.175010773805736,-2.2612822206627072,-0.017059973151391405
-2.5744338390688783,-0.17568306548114052,-1.0972018648705497
-2.681868532615503,1.5824567476554028,-2.0850156656757726
-3.6708376726347827,-0.635340872676725,0.3074023078398844
-2.1462024465446556,0.8204270080599273,-1.0594214174284144
-1.945334879373263,-2.5674439850619346,-0.8821419858204288
-4.094073964056173,0.28889941459951246,0.24030880087380235
-3.850000396960581,1.7579506744233286,-1.3429511707152313
-2.784318303553537,-0.9473529264513809,-1.3614429555502587
-2.915180764989751,-0.8319704786231783,-1.4119622959978642
-4.0816920432677275,-0.02555805821116693,0.36419358795569967
-2.2102404437150422,-1.6671735586432057,-0.6676759780064648
-3.7821370737054916,0.6344698970887417,-1.292993669648349
-2.103113227789276,-0.7196298905796771,-1.847436191625924
-1.7895452961638507,-1.2886157358660517,-4.176054626135063
-3.7982480370711857,1.8304232149133777,-0.9900523865322983
-2.4028643443424835,-1.528460209157275,-1.6351613311589173
-2.4428047847579384,-2.2463850455558125,-1.0641332355995
-2.1960831529979288,-0.7684022816296168,-0.7848407102334928
-3.8147749737788907,0.5997326707000787,-0.16168984366135897
-3.1802580162470853,-0.048062821859822656,-1.4300054780100047
-1.8063644317397816,-0.8495438303874497,-3.6633144184787203
-2.779322048908085,-2.684152605916303,0.12691113332196813
-1.6670597578675852,-2.3291551116932383,-0.8083067060197441
-2.7320544426849906,-1.715849279849366,-0.18497678146497987
-3.860211227253328,2.3348647638920497,-2.4397210063850214
-2.8415925867949157,0.20469246272606625,-1.4825433012239502
-2.936998164131865,-0.8861452698803406,0.11255494569122648
-3.1766206644894956,0.864466704209628,-1.197145328390849
-3.6610222143371245,-1.5872822914834341,0.06638110338727277
-3.5180935150878114,-1.0792313258810757,0.06832583826538752
-1.2669142207418949,-0.2824706683942341,-2.162027129687971
-2.944865570646956,-1.185190781697041,0.3643463422701061
-2.6844248021883828,1.457400071724704,-0.8977005758544951
-1.7101310255678768,0.40068554074745494,-2.060591000089871
-3.6588270472112927,-0.9200099702791414,0.5673448422046943
-2.7596302698344872,-1.8825306878039345,-0.3948274319659908
-2.1436998625098855,-2.1700928898393417,0.5194260366187378
-1.3201574950200385,-1.0926032668831622,-3.97707791133876
-4.036339548783067,-0.02996620172505345,-0.08973365944461076
-0.12404804974148059,-4.15180752852617,-3.5281185125301215
-3.2027510601657325,1.9971483509036234,-0.8364874003910266
-3.794886456552629,-1.4172352787162452,1.23465004955357
-1.6651805828375392,-1.9976542461360947,-1.3673816599674753
-1.4203217481431905,-1.1323966409294273,-3.719273987761264
-2.5596175172518296,0.8870302353732068,-1.8720753442537845
-1.980432850266481,-0.8993555066506008,-1.6098163419770048
-1.612702995232477,-2.2126771886896837,-0.7639352004117322
-3.2566636315041153,-0.7186214872275516,-1.100647068425262
-2.4893636220217434,-0.973856038679697,-0.7421790277702799
-2.052326014512592,-2.1161761333163325,-0.7172076126106195
