PC1,PC2,PC3
-1.8909604358187966,-0.7352480035241256,-1.9874346519681612
-3.2541974889467395,-0.16029784107205589,-0.30744131239380806
-1.673976964831407,-4.116145553253233,-1.018598425611378
-2.3308508742638527,-2.7648058256123704,-0.8166973468891829
-2.098077297365553,1.6779151472081033,-2.4102799102893533
-2.707237846995482,-0.07678454877369921,-1.3857118270657751
-3.8869893984161195,-2.3187923383781466,1.8003557826097487
-3.1648171795228937,2.1510952532451535,-0.940738515342455
-1.7282162200173212,-1.7702797420259817,-1.3547612540882732
-3.612970656920655,-1.535286178599452,0.20887560748862685
-2.7691927514225743,1.5479290972322703,-1.7624939992443807
-3.9822496276233674,3.5465617413013124,-0.5030314538058459
-3.300346128757234,-2.284464837149732,-0.03785071230015882
-3.127254006405123,-1.3983447976599697,-0.04430325682604866
-2.5693145470789562,-0.21785865299077325,-1.1232294686357267
-3.4799500968705193,1.1973204599269818,-0.7105964955387887
-3.0421093408163524,0.4387546204972786,-0.7477550835103025
-2.2125893606813474,0.21243852872213662,-0.7587588061005237
-3.1689036427751667,-1.443910149437485,0.7143753598786154
-2.5519540350152567,-1.1512430427359865,-1.4338827526449744
-2.6215847909529,-0.6305288381508066,-0.06227919906033644
-4.623880326583959,-0.11428535447839243,0.2779615839508112
-3.6998600392873664,-1.0329634448641338,0.420015565887578
-2.161062394849419,0.405338279107789,-1.9228211126035502
-4.369750121771949,-0.644744183813107,-0.17846213157832372
-2.7526339012909,-2.2606926421744955,-0.47657135121461375
-1.992854789422465,-0.8254870202703111,-1.7816119106846804
-1.1411334700928746,-0.398808179111783,-0.41214974511402064
-1.7212177462147245,-1.8651197226830887,-1.5262518251249935
-1.7648673402159507,-1.1935336271076213,-0.7957179442472321
-3.7550438086860827,-0.7682852380646892,0.5198406931127556
-2.4197406093677607,-1.1598078187285141,0.08716185904677196
-4.3469309811502095,0.5815463621771562,-0.13659720015047452
-2.605026124246624,-0.005826068324890784,-2.3356896450258366
-3.317534288488515,-1.784953811658835,-0.28193117934197703
-3.269080738989793,-0.9827812725384373,-0.7733334690573195
-1.6022391751692615,-1.1958142788483652,-1.7496069222948787
-3.0059647877440145,1.1328833564640317,-1.1220737045257623
-2.2506203827694677,-0.7048161414093954,-0.6260833032885916
-4.408567803606463,1.4398704694552644,0.20683862374062276
-2.831571748806071,-2.498251777037215,-0.3461996067106086
-3.8397395533734926,-2.584869171115806,0.940325883673352
-3.9467127721103763,-0.11607313181849103,0.89163938681136
-3.169606879437925,-2.1137136732818593,0.5462587721244822
-3.0972013475930336,2.3139003932859405,-1.146525011208773
-4.5983162169698915,0.5991895974197021,0.5840583461869754
-3.8882142922645917,2.9181871943160402,-1.40035753512181
-3.053894507344663,-0.5318931869958105,-0.470473814838339
-1.9168308667271157,0.16204946862324784,-2.276672005584261
-2.834747090157504,-1.3189839443090428,-0.7226660973314867
-3.235487868395346,-1.1009450229943702,-0.7253892887582266
-3.8000559848238877,-0.33723988814347156,0.9245945436614839
-1.2510140396816303,-2.745362702987899,-2.9387262985785325
-2.3807544815480073,1.3869113028533981,-2.4179092003208145
-1.202412420289011,-0.047095353913491164,-2.5215084984422824
-2.5710711737493495,0.9743692202957013,-1.8617505562128223
-4.127285294373662,0.8115331938887105,-1.015156125831317
-3.3327149291714058,-2.0971624838672276,-0.3856107283742812
-2.492570762339245,1.542615244796871,-1.1254058597818444
-2.5600778082383346,0.44158365079468725,-2.154146150682866
-3.1043630977345122,-3.102470383200307,-0.48570610086019644
-3.2748719310048866,0.3757142063566096,0.01050153667776385
-3.468889527043131,-2.2623277387984193,0.32834913822831974
-3.298081741430688,0.5163968762323179,-0.005038577109476333
-1.913245910777303,-2.1320135500629913,-1.1167018161884537
-3.0979040785121557,-2.107285543974421,0.3842955216336646
-3.0688963040252726,0.5384329220166499,-1.4650023139774462
-2.4792738871564133,1.8869326662037655,-2.272019580057208
-1.8693580296335386,-1.9285350131562427,-1.3655231326033543
-2.257165109979325,0.08901660796169093,-1.4120719919583467
-2.7154754322707753,-1.7201462383517492,-1.0865400714701714
-3.2507971558743476,-1.6391599681858964,-0.5650558663763241
-2.3105008542542853,0.7396823725539305,-1.6227380140291527
-3.586376305285258,-0.8346522121719044,-0.2505124121126248
-2.7645793432915924,-2.0111378558612745,-2.223598523700422
-2.3297739116955154,-1.0318502342985474,-0.8965475093746217
-1.7842368273943605,-2.2380800464772306,-1.0440286469129454
-2.339538028079799,-2.720667201402306,-0.1433519863436621
-2.513395119402527,0.188519701247405,-1.0481913744203493
-2.749381043269372,-1.8399937094258632,-1.8423976815048464
-3.322036683216539,-0.9937145259170697,-1.2613825509758554
-2.6493150423846723,1.4954069342500216,-2.1412015068575103
-4.840211351550607,0.637525803252464,-0.3695561313751204
-3.6431384370288704,2.67815842270051,-1.1847455271695582
-3.7150508592630427,1.8312489025539336,-1.2882174293753257
-2.2682942151234897,1.2468728008257612,-0.7736324009728848
-4.095979275803561,-0.1225465878834354,-0.39881081897020604
-2.135573479191019,-1.3965317388077465,-3.3100784389842035
-3.559186707244473,2.3989659957166833,-1.12904174930951
-0.9977658653175938,-2.3457454214598084,-3.7885442474490705
-1.3025332420942815,-1.4550588832040698,-2.805965129755848
-3.4702114771739603,-1.8856320305366976,-0.06104657067029276
-2.4929323694765246,-0.008080003653862007,-1.0919395939893888
-2.1982208039403357,-2.0137639481324014,-1.102153121753575
-1.5940311433504724,-0.6971518340973862,-3.673176619680639
-2.385179794566676,-2.310110889062579,-1.0897455145833144
-3.706328590286751,-0.19463323667332008,-0.07380903821200716
-3.4414419816202004,-1.925684206458518,-1.2158853381957457
-3.4167884085421125,-1.231006233621853,0.4604745425513795
